#mu,eb,a_crit
0.390,0.49,0.066
0.260,0.11,0.206
0.330,0.20,0.148
0.400,0.67,0.039
0.150,0.10,0.246
0.360,0.04,0.273
0.030,0.51,0.087
0.340,0.59,0.052
0.400,0.68,0.038
0.370,0.10,0.207
0.270,0.27,0.128
0.280,0.28,0.125
0.390,0.50,0.064
0.340,0.60,0.051
0.310,0.09,0.229
0.400,0.69,0.036
0.320,0.12,0.190
0.270,0.28,0.124
0.300,0.03,0.282
0.280,0.29,0.120
0.400,0.70,0.035
0.330,0.21,0.144
0.060,0.17,0.217
0.340,0.61,0.049
0.380,0.25,0.124
0.030,0.52,0.083
0.360,0.05,0.246
0.270,0.29,0.121
0.390,0.51,0.063
0.020,0.17,0.250
0.340,0.62,0.048
0.260,0.12,0.201
0.370,0.11,0.205
0.400,0.71,0.034
0.150,0.11,0.232
0.280,0.30,0.117
0.400,0.72,0.033
0.310,0.10,0.212
0.300,0.04,0.282
0.330,0.22,0.141
0.360,0.06,0.244
0.390,0.52,0.061
0.030,0.53,0.081
0.320,0.13,0.185
0.420,0.01,0.302
0.050,0.04,0.434
0.340,0.63,0.046
0.270,0.30,0.117
0.001,0.55,0.227
0.370,0.12,0.205
0.380,0.26,0.121
0.340,0.64,0.045
0.280,0.31,0.113
0.390,0.53,0.059
0.060,0.18,0.208
0.270,0.31,0.113
0.340,0.65,0.042
0.030,0.54,0.078
0.380,0.27,0.118
0.330,0.23,0.135
0.300,0.05,0.254
0.320,0.14,0.180
0.150,0.12,0.230
0.260,0.13,0.194
0.020,0.18,0.239
0.340,0.66,0.042
0.400,0.73,0.032
0.280,0.32,0.111
0.370,0.13,0.191
0.360,0.07,0.243
0.310,0.11,0.200
0.270,0.32,0.112
0.400,0.74,0.030
0.390,0.54,0.059
0.320,0.15,0.173
0.340,0.67,0.040
0.030,0.55,0.076
0.270,0.33,0.109
0.001,0.56,0.245
0.380,0.28,0.113
0.330,0.24,0.133
0.400,0.75,0.029
0.060,0.19,0.202
0.280,0.33,0.106
0.340,0.68,0.040
0.300,0.06,0.252
0.370,0.14,0.177
0.270,0.34,0.105
0.050,0.05,0.415
0.400,0.76,0.028
0.260,0.14,0.191
0.320,0.16,0.169
0.150,0.13,0.221
0.310,0.12,0.196
0.360,0.08,0.224
0.340,0.69,0.038
0.400,0.77,0.027
0.390,0.55,0.056
0.330,0.25,0.128
0.280,0.34,0.104
0.030,0.56,0.072
0.270,0.35,0.103
0.020,0.19,0.228
0.380,0.29,0.111
0.300,0.07,0.232
0.400,0.78,0.025
0.340,0.70,0.037
0.390,0.56,0.054
0.400,0.79,0.024
0.370,0.15,0.169
0.400,0.80,0.024
0.270,0.36,0.101
0.330,0.26,0.125
0.280,0.35,0.104
0.260,0.15,0.181
0.340,0.71,0.035
0.001,0.57,0.227
0.390,0.57,0.053
0.420,0.02,0.269
0.300,0.09,0.215
0.150,0.14,0.213
0.030,0.57,0.072
0.380,0.30,0.109
0.310,0.13,0.186
0.060,0.20,0.196
0.360,0.09,0.225
0.320,0.17,0.166
0.270,0.37,0.096
0.390,0.58,0.051
0.050,0.06,0.414
0.340,0.72,0.034
0.020,0.20,0.221
0.390,0.59,0.051
0.380,0.31,0.106
0.030,0.58,0.071
0.340,0.73,0.032
0.001,0.58,0.181
0.340,0.74,0.032
0.390,0.60,0.049
0.320,0.18,0.159
0.330,0.27,0.122
0.260,0.16,0.178
0.360,0.10,0.209
0.300,0.10,0.204
0.310,0.14,0.180
0.270,0.38,0.094
0.280,0.36,0.099
0.150,0.15,0.209
0.030,0.59,0.067
0.410,0.00,0.320
0.380,0.32,0.103
0.340,0.75,0.030
0.370,0.16,0.162
0.390,0.61,0.047
0.420,0.03,0.268
0.060,0.21,0.190
0.340,0.76,0.029
0.270,0.39,0.093
0.340,0.77,0.028
0.390,0.62,0.047
0.380,0.33,0.101
0.260,0.17,0.171
0.340,0.78,0.027
0.330,0.28,0.119
0.320,0.19,0.153
0.390,0.63,0.045
0.270,0.40,0.091
0.001,0.59,0.178
0.030,0.60,0.064
0.310,0.15,0.176
0.300,0.11,0.201
0.340,0.79,0.026
0.050,0.07,0.377
0.150,0.16,0.201
0.360,0.11,0.207
0.340,0.80,0.024
0.020,0.21,0.212
0.280,0.37,0.096
0.330,0.29,0.116
0.380,0.34,0.099
0.420,0.04,0.266
0.030,0.61,0.064
0.260,0.18,0.165
0.060,0.22,0.182
0.310,0.16,0.171
0.390,0.64,0.043
0.150,0.17,0.195
0.370,0.17,0.156
0.380,0.35,0.095
0.270,0.41,0.088
0.410,0.01,0.304
0.280,0.38,0.094
0.330,0.30,0.112
0.030,0.62,0.062
0.390,0.65,0.042
0.320,0.20,0.149
0.350,0.00,0.334
0.360,0.12,0.192
0.430,0.22,0.131
0.030,0.63,0.059
0.001,0.60,0.211
0.380,0.36,0.092
0.390,0.66,0.042
0.270,0.42,0.086
0.330,0.31,0.110
0.260,0.19,0.161
0.300,0.12,0.194
0.420,0.05,0.264
0.030,0.64,0.055
0.280,0.39,0.094
0.320,0.21,0.146
0.270,0.43,0.084
0.380,0.37,0.090
0.410,0.02,0.271
0.370,0.18,0.156
0.430,0.23,0.127
0.150,0.18,0.187
0.060,0.23,0.181
0.300,0.13,0.189
0.030,0.65,0.055
0.310,0.17,0.163
0.350,0.01,0.331
0.260,0.20,0.158
0.390,0.67,0.039
0.001,0.61,0.179
0.020,0.22,0.211
0.280,0.40,0.091
0.380,0.38,0.086
0.360,0.13,0.192
0.330,0.32,0.106
0.420,0.06,0.238
0.270,0.44,0.082
0.320,0.22,0.141
0.300,0.14,0.183
0.310,0.18,0.160
0.390,0.68,0.039
0.030,0.66,0.054
0.280,0.41,0.088
0.390,0.69,0.036
0.430,0.24,0.123
0.260,0.21,0.154
0.330,0.33,0.105
0.370,0.19,0.148
0.410,0.03,0.270
0.300,0.15,0.176
0.001,0.62,0.187
0.380,0.39,0.085
0.060,0.24,0.170
0.310,0.19,0.156
0.150,0.19,0.184
0.270,0.45,0.078
0.440,0.44,0.073
0.360,0.14,0.174
0.350,0.02,0.276
0.390,0.70,0.035
0.280,0.42,0.086
0.420,0.07,0.219
0.020,0.23,0.203
0.390,0.71,0.034
0.370,0.20,0.143
0.380,0.40,0.085
0.320,0.23,0.138
0.330,0.34,0.101
0.430,0.25,0.119
0.300,0.16,0.172
0.440,0.45,0.071
0.390,0.72,0.033
0.260,0.22,0.149
0.280,0.43,0.083
0.270,0.46,0.077
0.001,0.63,0.187
0.390,0.73,0.032
0.300,0.17,0.168
0.360,0.15,0.169
0.420,0.08,0.217
0.430,0.26,0.115
0.150,0.20,0.176
0.310,0.20,0.151
0.380,0.41,0.082
0.390,0.74,0.030
0.320,0.24,0.133
0.410,0.04,0.267
0.330,0.35,0.099
0.370,0.21,0.140
0.440,0.46,0.069
0.280,0.44,0.082
0.270,0.47,0.074
0.060,0.25,0.169
0.390,0.75,0.029
0.260,0.23,0.144
0.350,0.03,0.275
0.001,0.64,0.174
0.430,0.27,0.113
0.320,0.25,0.129
0.300,0.18,0.162
0.380,0.42,0.082
0.150,0.21,0.168
0.280,0.45,0.079
0.390,0.76,0.028
0.330,0.36,0.096
0.360,0.16,0.167
0.440,0.47,0.068
0.270,0.48,0.073
0.370,0.22,0.135
0.380,0.43,0.078
0.020,0.24,0.196
0.300,0.19,0.155
0.390,0.77,0.027
0.280,0.46,0.077
0.420,0.09,0.217
0.260,0.24,0.141
0.310,0.21,0.148
0.390,0.78,0.026
0.410,0.05,0.266
0.440,0.48,0.067
0.001,0.65,0.177
0.380,0.44,0.077
0.320,0.26,0.126
0.430,0.28,0.112
0.330,0.37,0.093
0.360,0.17,0.159
0.390,0.79,0.025
0.150,0.22,0.165
0.300,0.20,0.152
0.060,0.26,0.165
0.280,0.47,0.074
0.370,0.23,0.131
0.380,0.45,0.074
0.440,0.49,0.064
0.260,0.25,0.136
0.390,0.80,0.024
0.330,0.38,0.092
0.270,0.49,0.071
0.020,0.25,0.191
0.350,0.04,0.273
0.320,0.27,0.125
0.001,0.66,0.153
0.280,0.48,0.073
0.300,0.21,0.148
0.270,0.50,0.069
0.370,0.24,0.128
0.440,0.50,0.064
0.380,0.46,0.073
0.360,0.18,0.153
0.310,0.22,0.143
0.450,0.66,0.039
0.420,0.10,0.216
0.300,0.22,0.143
0.001,0.67,0.161
0.380,0.47,0.071
0.430,0.29,0.109
0.440,0.51,0.062
0.410,0.06,0.240
0.280,0.49,0.071
0.450,0.67,0.038
0.060,0.27,0.155
0.270,0.51,0.068
0.260,0.26,0.132
0.320,0.28,0.119
0.450,0.68,0.037
0.370,0.25,0.125
0.380,0.48,0.069
0.440,0.52,0.060
0.360,0.19,0.148
0.280,0.50,0.070
0.430,0.30,0.104
0.300,0.23,0.137
0.330,0.39,0.088
0.350,0.05,0.248
0.450,0.69,0.036
0.400,0.00,0.314
0.001,0.68,0.161
0.310,0.23,0.139
0.450,0.70,0.034
0.280,0.51,0.068
0.410,0.07,0.236
0.270,0.52,0.066
0.440,0.53,0.058
0.320,0.29,0.117
0.380,0.49,0.067
0.300,0.24,0.136
0.370,0.26,0.122
0.430,0.31,0.102
0.280,0.52,0.065
0.450,0.71,0.033
0.420,0.11,0.200
0.260,0.27,0.126
0.270,0.53,0.063
0.380,0.50,0.065
0.440,0.54,0.057
0.330,0.40,0.086
0.310,0.24,0.134
0.300,0.25,0.131
0.450,0.72,0.032
0.360,0.20,0.145
0.020,0.26,0.187
0.350,0.06,0.246
0.280,0.53,0.063
0.060,0.28,0.152
0.270,0.54,0.061
0.001,0.69,0.153
0.450,0.73,0.031
0.370,0.27,0.118
0.280,0.54,0.060
0.300,0.26,0.130
0.320,0.30,0.114
0.410,0.08,0.218
0.380,0.51,0.062
0.450,0.74,0.030
0.400,0.01,0.315
0.440,0.55,0.055
0.270,0.55,0.062
0.310,0.25,0.130
0.450,0.75,0.028
0.360,0.21,0.141
0.300,0.27,0.125
0.260,0.28,0.126
0.420,0.12,0.200
0.450,0.76,0.027
0.330,0.41,0.086
0.380,0.52,0.061
0.001,0.70,0.148
0.320,0.31,0.111
0.450,0.77,0.026
0.430,0.32,0.099
0.440,0.56,0.053
0.270,0.56,0.060
0.370,0.28,0.114
0.360,0.22,0.136
0.060,0.29,0.148
0.380,0.53,0.060
0.440,0.57,0.052
0.280,0.55,0.058
0.450,0.78,0.025
0.310,0.26,0.127
0.410,0.09,0.217
0.450,0.79,0.024
0.350,0.07,0.245
0.020,0.27,0.184
0.380,0.54,0.058
0.330,0.42,0.081
0.400,0.02,0.272
0.270,0.57,0.057
0.001,0.71,0.133
0.370,0.29,0.112
0.260,0.29,0.122
0.450,0.80,0.023
0.320,0.32,0.108
0.440,0.58,0.050
0.300,0.28,0.122
0.270,0.58,0.055
0.280,0.56,0.060
0.420,0.13,0.198
0.470,0.08,0.231
0.330,0.43,0.081
0.440,0.59,0.049
0.270,0.59,0.054
0.380,0.55,0.057
0.300,0.29,0.118
0.310,0.27,0.123
0.370,0.30,0.111
0.360,0.23,0.132
0.260,0.30,0.118
0.430,0.33,0.098
0.001,0.72,0.141
0.270,0.60,0.052
0.320,0.33,0.105
0.440,0.60,0.048
0.460,0.00,0.293
0.380,0.56,0.055
0.260,0.31,0.117
0.300,0.30,0.114
0.280,0.57,0.057
0.440,0.61,0.045
0.370,0.31,0.106
0.380,0.57,0.054
0.270,0.61,0.051
0.020,0.28,0.177
0.430,0.34,0.096
0.320,0.34,0.102
0.440,0.62,0.045
0.330,0.44,0.078
0.310,0.28,0.121
0.410,0.10,0.203
0.380,0.58,0.052
0.420,0.14,0.185
0.280,0.58,0.056
0.001,0.73,0.130
0.400,0.03,0.270
0.360,0.24,0.130
0.470,0.09,0.230
0.300,0.31,0.112
0.260,0.32,0.113
0.270,0.62,0.049
0.440,0.63,0.044
0.350,0.08,0.225
0.460,0.01,0.272
0.370,0.32,0.104
0.280,0.59,0.054
0.320,0.35,0.099
0.330,0.45,0.077
0.430,0.35,0.091
0.380,0.59,0.050
0.440,0.64,0.043
0.001,0.74,0.122
0.270,0.63,0.048
0.360,0.25,0.126
0.440,0.65,0.041
0.300,0.32,0.110
0.380,0.60,0.049
0.310,0.29,0.117
0.280,0.60,0.052
0.260,0.33,0.109
0.440,0.66,0.040
0.270,0.64,0.046
0.370,0.33,0.102
0.330,0.46,0.074
0.320,0.36,0.096
0.470,0.10,0.208
0.410,0.11,0.201
0.350,0.09,0.224
0.430,0.36,0.092
0.280,0.61,0.050
0.270,0.65,0.046
0.300,0.33,0.107
0.330,0.47,0.073
0.420,0.15,0.184
0.460,0.02,0.263
0.400,0.04,0.269
0.310,0.30,0.118
0.020,0.29,0.175
0.380,0.61,0.048
0.320,0.37,0.095
0.270,0.66,0.043
0.370,0.34,0.098
0.330,0.48,0.071
0.300,0.34,0.104
0.280,0.62,0.050
0.440,0.67,0.038
0.001,0.75,0.123
0.270,0.67,0.043
0.380,0.62,0.046
0.260,0.34,0.107
0.430,0.37,0.088
0.280,0.63,0.047
0.470,0.11,0.195
0.440,0.68,0.037
0.370,0.35,0.096
0.280,0.64,0.046
0.360,0.26,0.122
0.330,0.49,0.069
0.270,0.68,0.041
0.320,0.38,0.094
0.380,0.63,0.045
0.300,0.35,0.100
0.001,0.76,0.111
0.430,0.38,0.085
0.440,0.69,0.036
0.350,0.10,0.209
0.310,0.31,0.110
0.280,0.65,0.046
0.270,0.69,0.039
0.260,0.35,0.103
0.380,0.64,0.043
0.460,0.03,0.261
0.300,0.36,0.098
0.440,0.70,0.035
0.001,0.77,0.122
0.400,0.05,0.268
0.420,0.16,0.173
0.330,0.50,0.067
0.280,0.66,0.043
0.320,0.39,0.089
0.430,0.39,0.084
0.370,0.36,0.093
0.360,0.27,0.119
0.310,0.32,0.107
0.470,0.12,0.191
0.440,0.71,0.034
0.380,0.65,0.042
0.270,0.70,0.038
0.430,0.40,0.080
0.350,0.11,0.208
0.440,0.72,0.032
0.300,0.37,0.095
0.280,0.67,0.042
0.380,0.66,0.041
0.001,0.78,0.108
0.440,0.73,0.031
0.280,0.68,0.041
0.370,0.37,0.091
0.270,0.71,0.036
0.330,0.51,0.065
0.440,0.74,0.030
0.020,0.30,0.166
0.260,0.36,0.100
0.320,0.40,0.086
0.430,0.41,0.079
0.380,0.67,0.039
0.310,0.33,0.106
0.001,0.79,0.108
0.470,0.13,0.191
0.280,0.69,0.039
0.360,0.28,0.118
0.460,0.04,0.260
0.440,0.75,0.028
0.420,0.17,0.162
0.300,0.38,0.093
0.410,0.12,0.199
0.370,0.38,0.089
0.350,0.12,0.195
0.330,0.52,0.064
0.380,0.68,0.039
0.270,0.72,0.036
0.280,0.70,0.038
0.400,0.06,0.240
0.440,0.76,0.027
0.430,0.42,0.077
0.310,0.34,0.103
0.280,0.71,0.036
0.001,0.80,0.107
0.440,0.77,0.026
0.380,0.69,0.037
0.300,0.39,0.092
0.280,0.72,0.035
0.440,0.78,0.025
0.430,0.43,0.075
0.320,0.41,0.084
0.280,0.73,0.034
0.270,0.73,0.034
0.360,0.29,0.112
0.260,0.37,0.101
0.440,0.79,0.024
0.470,0.14,0.180
0.370,0.39,0.086
0.300,0.40,0.089
0.270,0.74,0.033
0.310,0.35,0.100
0.440,0.80,0.023
0.330,0.53,0.063
0.280,0.74,0.032
0.320,0.42,0.082
0.270,0.75,0.032
0.380,0.70,0.035
0.430,0.44,0.072
0.410,0.13,0.199
0.300,0.41,0.086
0.270,0.76,0.031
0.310,0.36,0.097
0.280,0.75,0.031
0.460,0.05,0.258
0.370,0.40,0.084
0.400,0.07,0.221
0.380,0.71,0.035
0.020,0.31,0.162
0.300,0.42,0.083
0.280,0.76,0.031
0.350,0.13,0.191
0.260,0.38,0.095
0.270,0.77,0.029
0.380,0.72,0.033
0.430,0.45,0.071
0.420,0.18,0.149
0.330,0.54,0.059
0.280,0.77,0.029
0.320,0.43,0.082
0.270,0.78,0.028
0.380,0.73,0.032
0.450,0.00,0.296
0.300,0.43,0.083
0.470,0.15,0.180
0.280,0.78,0.028
0.310,0.37,0.095
0.380,0.74,0.031
0.370,0.41,0.082
0.430,0.46,0.069
0.270,0.79,0.026
0.280,0.79,0.026
0.400,0.08,0.219
0.330,0.55,0.058
0.460,0.06,0.234
0.320,0.44,0.079
0.300,0.44,0.081
0.380,0.75,0.029
0.260,0.39,0.095
0.410,0.14,0.185
0.010,0.00,0.607
0.280,0.80,0.025
0.430,0.47,0.069
0.320,0.45,0.077
0.420,0.19,0.147
0.370,0.42,0.080
0.350,0.14,0.176
0.450,0.01,0.289
0.020,0.32,0.157
0.330,0.56,0.057
0.360,0.30,0.109
0.270,0.80,0.025
0.260,0.40,0.090
0.310,0.38,0.092
0.480,0.30,0.100
0.430,0.48,0.065
0.460,0.07,0.232
0.470,0.16,0.179
0.490,0.52,0.059
0.430,0.49,0.066
0.330,0.57,0.055
0.260,0.41,0.090
0.370,0.43,0.080
0.490,0.53,0.056
0.380,0.76,0.028
0.310,0.39,0.088
0.430,0.50,0.063
0.480,0.31,0.098
0.470,0.17,0.168
0.410,0.15,0.184
0.420,0.20,0.141
0.360,0.31,0.108
0.400,0.09,0.219
0.290,0.00,0.347
0.490,0.54,0.054
0.260,0.42,0.086
0.450,0.02,0.264
0.370,0.44,0.076
0.020,0.33,0.153
0.430,0.51,0.061
0.460,0.08,0.232
0.330,0.58,0.054
0.490,0.55,0.052
0.320,0.46,0.074
0.480,0.32,0.095
0.470,0.18,0.167
0.380,0.77,0.027
0.370,0.45,0.073
0.350,0.15,0.172
0.310,0.40,0.087
0.360,0.32,0.103
0.490,0.56,0.052
0.330,0.59,0.053
0.380,0.78,0.026
0.420,0.21,0.138
0.430,0.52,0.060
0.410,0.16,0.160
0.260,0.43,0.084
0.370,0.46,0.072
0.380,0.79,0.025
0.480,0.33,0.094
0.490,0.57,0.051
0.330,0.60,0.050
0.320,0.47,0.073
0.430,0.53,0.058
0.400,0.10,0.217
0.310,0.41,0.085
0.460,0.09,0.211
0.450,0.03,0.263
0.490,0.58,0.049
0.470,0.19,0.157
0.010,0.01,0.606
0.380,0.80,0.024
0.360,0.33,0.102
0.020,0.34,0.148
0.290,0.01,0.344
0.480,0.34,0.091
0.260,0.44,0.082
0.370,0.47,0.071
0.330,0.61,0.050
0.350,0.16,0.162
0.320,0.48,0.070
0.310,0.42,0.083
0.410,0.17,0.158
0.420,0.22,0.131
0.430,0.54,0.058
0.490,0.59,0.048
0.330,0.62,0.047
0.490,0.60,0.046
0.430,0.55,0.055
0.470,0.20,0.147
0.310,0.43,0.081
0.260,0.45,0.079
0.480,0.35,0.089
0.450,0.04,0.262
0.360,0.34,0.100
0.330,0.63,0.046
0.460,0.10,0.210
0.490,0.61,0.044
0.370,0.48,0.068
0.430,0.56,0.053
0.310,0.44,0.082
0.490,0.62,0.044
0.480,0.36,0.086
0.390,0.00,0.321
0.420,0.23,0.128
0.260,0.46,0.077
0.490,0.63,0.042
0.320,0.49,0.071
0.430,0.57,0.052
0.330,0.64,0.045
0.020,0.35,0.145
0.470,0.21,0.132
0.350,0.17,0.158
0.290,0.02,0.323
0.450,0.05,0.260
0.360,0.35,0.096
0.460,0.11,0.195
0.490,0.64,0.040
0.370,0.49,0.067
0.410,0.18,0.149
0.400,0.11,0.203
0.310,0.45,0.078
0.330,0.65,0.044
0.430,0.58,0.051
0.480,0.37,0.084
0.320,0.50,0.067
0.490,0.65,0.039
0.330,0.66,0.043
0.390,0.01,0.319
0.430,0.59,0.049
0.490,0.66,0.038
0.420,0.24,0.124
0.310,0.46,0.075
0.370,0.50,0.065
0.330,0.67,0.041
0.490,0.67,0.037
0.260,0.47,0.075
0.430,0.60,0.047
0.490,0.68,0.036
0.330,0.68,0.039
0.370,0.51,0.065
0.470,0.22,0.132
0.310,0.47,0.074
0.480,0.38,0.082
0.320,0.51,0.065
0.450,0.06,0.235
0.490,0.69,0.035
0.330,0.69,0.038
0.260,0.48,0.073
0.290,0.03,0.284
0.020,0.36,0.140
0.350,0.18,0.155
0.460,0.12,0.195
0.430,0.61,0.047
0.490,0.70,0.034
0.310,0.48,0.072
0.360,0.36,0.095
0.390,0.02,0.273
0.480,0.39,0.080
0.490,0.71,0.032
0.470,0.23,0.123
0.330,0.70,0.038
0.400,0.12,0.190
0.430,0.62,0.045
0.410,0.19,0.145
0.490,0.72,0.031
0.490,0.73,0.030
0.480,0.40,0.078
0.430,0.63,0.043
0.320,0.52,0.063
0.490,0.74,0.029
0.260,0.49,0.072
0.420,0.25,0.120
0.470,0.24,0.119
0.460,0.13,0.194
0.360,0.37,0.093
0.490,0.75,0.028
0.330,0.71,0.036
0.310,0.49,0.069
0.450,0.07,0.234
0.430,0.64,0.043
0.010,0.02,0.606
0.400,0.13,0.188
0.410,0.20,0.141
0.260,0.50,0.069
0.290,0.04,0.282
0.490,0.76,0.027
0.480,0.41,0.077
0.320,0.53,0.061
0.490,0.77,0.026
0.430,0.65,0.041
0.490,0.78,0.024
0.390,0.03,0.270
0.330,0.72,0.034
0.490,0.79,0.023
0.260,0.51,0.067
0.460,0.14,0.181
0.310,0.50,0.067
0.470,0.25,0.118
0.430,0.66,0.039
0.320,0.54,0.060
0.020,0.37,0.138
0.420,0.26,0.117
0.360,0.38,0.089
0.490,0.80,0.022
0.400,0.14,0.186
0.480,0.42,0.075
0.330,0.73,0.033
0.430,0.67,0.038
0.320,0.55,0.059
0.450,0.08,0.233
0.410,0.21,0.135
0.290,0.05,0.255
0.320,0.56,0.056
0.310,0.51,0.065
0.480,0.43,0.074
0.430,0.68,0.037
0.470,0.26,0.113
0.260,0.52,0.067
0.500,0.00,0.281
0.330,0.74,0.031
0.320,0.57,0.056
0.360,0.39,0.087
0.400,0.15,0.177
0.390,0.04,0.270
0.350,0.19,0.152
0.460,0.15,0.178
0.430,0.69,0.036
0.330,0.75,0.030
0.420,0.27,0.113
0.410,0.22,0.133
0.320,0.58,0.055
0.430,0.70,0.034
0.010,0.03,0.605
0.480,0.44,0.071
0.500,0.01,0.274
0.370,0.52,0.062
0.330,0.76,0.029
0.290,0.06,0.254
0.020,0.38,0.132
0.450,0.09,0.212
0.430,0.71,0.034
0.470,0.27,0.110
0.360,0.40,0.086
0.260,0.53,0.064
0.320,0.59,0.053
0.330,0.77,0.028
0.400,0.16,0.164
0.480,0.45,0.071
0.390,0.05,0.269
0.430,0.72,0.033
0.460,0.16,0.169
0.320,0.60,0.052
0.480,0.46,0.068
0.360,0.41,0.083
0.430,0.73,0.031
0.420,0.28,0.110
0.370,0.53,0.060
0.330,0.78,0.027
0.410,0.23,0.128
0.310,0.52,0.064
0.320,0.61,0.050
0.480,0.47,0.067
0.500,0.02,0.257
0.260,0.54,0.063
0.430,0.74,0.030
0.460,0.17,0.170
0.290,0.07,0.253
0.400,0.17,0.154
0.450,0.10,0.209
0.330,0.79,0.026
0.350,0.20,0.148
0.430,0.75,0.029
0.390,0.06,0.240
0.370,0.54,0.059
0.480,0.48,0.065
0.310,0.53,0.062
0.320,0.62,0.048
0.020,0.39,0.129
0.260,0.55,0.060
0.430,0.76,0.027
0.330,0.80,0.024
0.360,0.42,0.080
0.320,0.63,0.046
0.480,0.49,0.062
0.430,0.77,0.026
0.310,0.54,0.061
0.370,0.55,0.058
0.320,0.64,0.045
0.470,0.28,0.106
0.420,0.29,0.109
0.500,0.03,0.254
0.260,0.56,0.058
0.410,0.24,0.124
0.360,0.43,0.079
0.480,0.50,0.060
0.290,0.08,0.233
0.010,0.04,0.604
0.430,0.78,0.025
0.320,0.65,0.045
0.460,0.18,0.153
0.370,0.56,0.055
0.430,0.79,0.025
0.450,0.11,0.198
0.480,0.51,0.060
0.350,0.21,0.141
0.430,0.80,0.023
0.310,0.55,0.058
0.400,0.18,0.151
0.260,0.57,0.057
0.390,0.07,0.221
0.340,0.00,0.335
0.360,0.44,0.078
0.320,0.66,0.042
0.480,0.52,0.059
0.410,0.25,0.121
0.470,0.29,0.104
0.310,0.56,0.057
0.320,0.67,0.040
0.500,0.04,0.253
0.320,0.68,0.039
0.460,0.19,0.149
0.020,0.40,0.129
0.400,0.19,0.145
0.370,0.57,0.054
0.470,0.30,0.101
0.290,0.09,0.217
0.480,0.53,0.057
0.360,0.45,0.075
0.260,0.58,0.056
0.450,0.12,0.195
0.420,0.30,0.103
0.320,0.69,0.039
0.310,0.57,0.056
0.350,0.22,0.137
0.500,0.05,0.252
0.410,0.26,0.119
0.480,0.54,0.056
0.500,0.74,0.029
0.400,0.20,0.144
0.320,0.70,0.037
0.460,0.20,0.144
0.440,0.00,0.298
0.310,0.58,0.055
0.390,0.08,0.221
0.370,0.58,0.052
0.500,0.75,0.028
0.010,0.05,0.603
0.320,0.71,0.036
0.500,0.76,0.027
0.470,0.31,0.099
0.340,0.01,0.328
0.480,0.55,0.054
0.500,0.77,0.025
0.320,0.72,0.034
0.460,0.21,0.131
0.400,0.21,0.138
0.290,0.10,0.213
0.500,0.78,0.024
0.310,0.59,0.053
0.410,0.27,0.114
0.500,0.79,0.023
0.480,0.56,0.052
0.320,0.73,0.033
0.350,0.23,0.134
0.470,0.32,0.096
0.360,0.46,0.073
0.420,0.31,0.103
0.020,0.41,0.124
0.480,0.57,0.050
0.450,0.13,0.195
0.500,0.80,0.023
0.310,0.60,0.052
0.390,0.09,0.221
0.320,0.74,0.031
0.400,0.22,0.135
0.480,0.58,0.049
0.370,0.59,0.051
0.410,0.28,0.112
0.320,0.75,0.031
0.480,0.59,0.048
0.320,0.76,0.030
0.310,0.61,0.050
0.370,0.60,0.051
0.480,0.60,0.046
0.320,0.77,0.029
0.400,0.23,0.129
0.450,0.14,0.183
0.340,0.02,0.278
0.500,0.06,0.229
0.320,0.78,0.027
0.290,0.11,0.201
0.480,0.61,0.045
0.440,0.01,0.298
0.370,0.61,0.048
0.360,0.47,0.072
0.470,0.33,0.094
0.320,0.79,0.026
0.460,0.22,0.129
0.480,0.62,0.043
0.320,0.80,0.025
0.010,0.06,0.522
0.310,0.62,0.049
0.480,0.63,0.042
0.510,0.00,0.273
0.420,0.32,0.101
0.390,0.10,0.218
0.410,0.29,0.108
0.350,0.24,0.132
0.370,0.62,0.047
0.480,0.64,0.041
0.400,0.24,0.127
0.450,0.15,0.181
0.310,0.63,0.047
0.290,0.12,0.197
0.020,0.42,0.119
0.470,0.34,0.092
0.310,0.64,0.046
0.440,0.02,0.266
0.480,0.65,0.040
0.460,0.23,0.123
0.500,0.07,0.228
0.400,0.25,0.121
0.410,0.30,0.106
0.360,0.48,0.070
0.390,0.11,0.204
0.370,0.63,0.045
0.510,0.01,0.272
0.340,0.03,0.275
0.310,0.65,0.044
0.480,0.66,0.039
0.420,0.33,0.098
0.370,0.64,0.044
0.360,0.49,0.068
0.330,0.00,0.337
0.310,0.66,0.042
0.460,0.24,0.120
0.480,0.67,0.038
0.470,0.35,0.090
0.450,0.16,0.181
0.400,0.26,0.118
0.410,0.31,0.104
0.480,0.68,0.036
0.500,0.08,0.227
0.370,0.65,0.042
0.510,0.02,0.254
0.020,0.43,0.116
0.360,0.50,0.065
0.350,0.25,0.125
0.460,0.25,0.116
0.390,0.12,0.203
0.480,0.69,0.035
0.010,0.07,0.521
0.370,0.66,0.041
0.290,0.13,0.190
0.440,0.03,0.264
0.340,0.04,0.275
0.400,0.27,0.116
0.420,0.34,0.096
0.450,0.17,0.170
0.470,0.36,0.088
0.530,0.40,0.077
0.480,0.70,0.034
0.520,0.15,0.174
0.500,0.09,0.227
0.360,0.51,0.063
0.370,0.67,0.040
0.510,0.03,0.253
0.480,0.71,0.032
0.350,0.26,0.123
0.460,0.26,0.114
0.330,0.01,0.333
0.500,0.10,0.226
0.360,0.52,0.062
0.520,0.16,0.172
0.480,0.72,0.031
0.400,0.28,0.113
0.470,0.37,0.085
